cluster_1,,Other,Other,Other,Other,basal,basal,basal,basal,fibroblasts,fibroblasts,fibroblasts,fibroblasts,luminal,luminal,luminal,luminal
HGF,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDR,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREG,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,FLT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL6,NOTCH3,0,0,0,0,0,0,0,0,0,0,0.6160576939582825,0,0,0,0,0
DLL4,NOTCH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,NOTCH3,0,0,0,0,0,0,0,0,0,0,0.45569270849227905,0,0,0,0,0
DLK1,NOTCH3,0,0,0,0,0,0,0,0,0,0,0.28024858236312866,0,0,0,0,0
SCGB3A1,NOTCH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGF,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREG,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,TIE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,AXL,0,0,0,0,0,0,0,0,0,0,1.207223892211914,0,0,0,0,0
EGF,AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1384263038635254,0
NGF,AXL,0,0,0,0,0,0,0,0,0,0,0.40022242069244385,0,0,0,0,0
CSF1,AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,AXL,0,0,0,0,0,0,0.543787956237793,0,0,0,0.33459609746932983,0,0,0,0,0
AREG,AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,AXL,0,0,0,0,0,0,0.9900972247123718,0,0,0,0,0,0,0,0,0
PDGFB,AXL,0,0,0.3397851884365082,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,AXL,0,0,0,0,0,0,0,0,0,0,0.29326024651527405,0,0,0,0,0
ANGPT1,AXL,0,0,0,0,0,0,0,0,0,0,0.46049273014068604,0,0,0,0,0
ANGPT4,AXL,0,0,0,0,0,0,0,0,0,0,0.4012131989002228,0,0,0,0,0
GAS6,AXL,0,0,0,0,0,0,1.0930054187774658,0,0,0,0.6104719042778015,0,0,0,0.4910210967063904,0
BDNF,AXL,0,0,0,0,0,0,0,0,0,0,0.2988882064819336,0,0,0,0,0
EREG,AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,AXL,0,0,0,0,0,0,0,0,0,0,0.5861399173736572,0,0,0,0,0
FGF5,AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,AXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,AXL,0,0,0,0,0,0,0.5811454057693481,0,0,0,0.5677688121795654,0,0,0,0,0
IGF1,EPHA7,0,0,0,0,0,0,0,0,0,0,0.9868659973144531,0,0,0,0,0
WNT5A,EPHA7,0,0,0,0,0,0,0,0,0,0,0.3916626572608948,0,0,0,0,0
EGF,EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9180682897567749,0
NGF,EPHA7,0,0,0,0,0,0,0,0,0,0,0.17986443638801575,0,0,0,0,0
CSF1,EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,EPHA7,0,0,0,0,0,0,0.32343000173568726,0,0,0,0.11423811316490173,0,0,0,0,0
AREG,EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,EPHA7,0,0,0,0,0,0,0.7697392702102661,0,0,0,0,0,0,0,0,0
PDGFB,EPHA7,0,0,0.11942721158266068,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,EPHA7,0,0,0,0,0,0,0,0,0,0,0.07290226966142654,0,0,0,0,0
ANGPT1,EPHA7,0,0,0,0,0,0,0,0,0,0,0.24013476073741913,0,0,0,0,0
ANGPT4,EPHA7,0,0,0,0,0,0,0,0,0,0,0.18085522949695587,0,0,0,0,0
BDNF,EPHA7,0,0,0,0,0,0,0,0,0,0,0.07853022962808609,0,0,0,0,0
AFDN,EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREG,EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,EPHA7,0,0,0,0,0,0,0,0,0,0,0.36578190326690674,0,0,0,0,0
FGF5,EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,EPHA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,EPHA7,0,0,0,0,0,0,0.36078745126724243,0,0,0,0.34741079807281494,0,0,0,0,0
IGF1,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGF,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREG,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,EPHA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGF,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREG,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,INSRR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,PDGFRA,0,0,0,0,0,0,0,0,0,0,1.789337158203125,0,0,0,0,0
EGF,PDGFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7205395698547363,0
NGF,PDGFRA,0,0,0,0,0,0,0,0,0,0,0.9823356866836548,0,0,0,0,0
CSF1,PDGFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,PDGFRA,0,0,0,0,0,0,1.125901222229004,0,0,0,0.9167093634605408,0,0,0,0,0
AREG,PDGFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,PDGFRA,0,0,0,0,0,0,1.5722105503082275,0,0,0,0,0,0,0,0,0
PDGFB,PDGFRA,0,0,0.9218984246253967,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,PDGFRA,0,0,0,0,0,0,0,0,0,0,0.8753734827041626,0,0,0,0,0
ANGPT1,PDGFRA,0,0,0,0,0,0,0,0,0,0,1.042605996131897,0,0,0,0,0
ANGPT4,PDGFRA,0,0,0,0,0,0,0,0,0,0,0.9833264350891113,0,0,0,0,0
BDNF,PDGFRA,0,0,0,0,0,0,0,0,0,0,0.8810014724731445,0,0,0,0,0
EREG,PDGFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,PDGFRA,0,0,0,0,0,0,0,0,0,0,1.1682531833648682,0,0,0,0,0
FGF5,PDGFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,PDGFRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,PDGFRA,0,0,0,0,0,0,1.163258671760559,0,0,0,1.1498820781707764,0,0,0,0,0
IGF1,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGF,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREG,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,DDR2,0,0,0,0,0,0,0,0,0,0,1.4254733324050903,0,0,0,0,0
EGF,DDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.356675624847412,0
NGF,DDR2,0,0,0,0,0,0,0,0,0,0,0.6184718012809753,0,0,0,0,0
CSF1,DDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,DDR2,0,0,0,0,0,0,0.7620373368263245,0,0,0,0.5528454780578613,0,0,0,0,0
AREG,DDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,DDR2,0,0,0,0,0,0,1.2083466053009033,0,0,0,0,0,0,0,0,0
PDGFB,DDR2,0,0,0.5580345392227173,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,DDR2,0,0,0,0,0,0,0,0,0,0,0.5115095973014832,0,0,0,0,0
ANGPT1,DDR2,0,0,0,0,0,0,0,0,0,0,0.6787421107292175,0,0,0,0,0
ANGPT4,DDR2,0,0,0,0,0,0,0,0,0,0,0.6194626092910767,0,0,0,0,0
BDNF,DDR2,0,0,0,0,0,0,0,0,0,0,0.5171375870704651,0,0,0,0,0
EREG,DDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,DDR2,0,0,0,0,0,0,0,0,0,0,0.804389238357544,0,0,0,0,0
FGF5,DDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,DDR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,DDR2,0,0,0,0,0,0,0.7993947863578796,0,0,0,0.7860181331634521,0,0,0,0,0
IGF1,RET,0,0,0,0,0,0,0,0,0.9987751841545105,0,0,0,0,0,0,0
EGF,RET,0,0,0,0,0,0,0,0,0,0,0,0,0.9299774765968323,0,0,0
NGF,RET,0,0,0,0,0,0,0,0,0.1917736530303955,0,0,0,0,0,0,0
CSF1,RET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,RET,0,0,0,0,0.33533918857574463,0,0,0,0.1261473298072815,0,0,0,0,0,0,0
AREG,RET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,RET,0,0,0,0,0.7816484570503235,0,0,0,0,0,0,0,0,0,0,0
PDGFB,RET,0.13133642077445984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,RET,0,0,0,0,0,0,0,0,0.0848114863038063,0,0,0,0,0,0,0
ANGPT1,RET,0,0,0,0,0,0,0,0,0.2520439624786377,0,0,0,0,0,0,0
ANGPT4,RET,0,0,0,0,0,0,0,0,0.19276444613933563,0,0,0,0,0,0,0
GDNF,RET,0,0,0,0,0,0,0,0,0.09830016642808914,0,0,0,0,0,0,0
BDNF,RET,0,0,0,0,0,0,0,0,0.09043944627046585,0,0,0,0,0,0,0
AGT,RET,0,0,0,0,0,0,0,0,0.31593018770217896,0,0,0,0,0,0,0
EREG,RET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,RET,0,0,0,0,0,0,0,0,0.3776911497116089,0,0,0,0,0,0,0
GDF15,RET,0,0,0,0,0,0,0,0,0.0933995172381401,0,0,0,0.12263500690460205,0,0,0
FGFR4,RET,0,0,0,0,0,0,0,0,0.14905589818954468,0,0,0,0,0,0,0
FGF5,RET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,RET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,RET,0,0,0,0,0.3726966381072998,0,0,0,0.3593200445175171,0,0,0,0,0,0,0
LGALS1,RET,0.14941006898880005,0,0,0,0,0,0,0,0.6343149542808533,0,0,0,0,0,0,0
IGF1,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGF,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF1,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AREG,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFA,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PDGFB,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT2,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT1,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KDR,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLT4,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BDNF,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREG,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEGFD,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF5,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FGF23,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGF,FLT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,TRPM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGF,HSP90AB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9154820442199707
IL4,LGALS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MUC1,LGALS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,LGALS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,NR3C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLN1,NR3C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GC,NR3C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGF,THBS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL18,THBS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWF,THBS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGF1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRG1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTN,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L1CAM,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VTN,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS2,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTGF,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWF,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PECAM1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNC,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MFGE8,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMP1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICAM4,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPP1,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYR61,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDIL3,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSTN,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBS4,ITGAV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL2,CCR2,0,0,0,0,0,0,0,0,0.28968122601509094,0,0,0,0,0,0,0
CXCL9,CCR2,0,0,0,0,0,0,0,0,0.15694303810596466,0,0,0,0,0,0,0
CCL5,CCR2,0.3446921110153198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL8,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL4,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD40LG,CCR2,0.20203952491283417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL10,CCR2,0,0,0,0,0,0,0,0,0.16832289099693298,0,0,0,0,0,0,0
CXCL12,CCR2,0,0,0,0,0.26747268438339233,0,0,0,0.6687324047088623,0,0,0,0,0,0,0
CCL3,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL7,CCR2,0,0,0,0,0,0,0,0,0.2646230459213257,0,0,0,0,0,0,0
CCL11,CCR2,0,0,0,0,0,0,0,0,1.4621742963790894,0,0,0,0,0,0,0
CCL24,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL17,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL22,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL20,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL1,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,CCR2,0,0,0,0,0.24603813886642456,0,0,0,0.2724226117134094,0,0,0,0,0,0,0
CXCL2,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL3,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL5,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPBP,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL13,CCR2,0,0,0,0,0,0,0,0,0.4540819525718689,0,0,0,0,0,0,0
XCL1,CCR2,0.24662768840789795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF4,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL14,CCR2,0,0,0,0,0.4984241724014282,0,0,0,0.5642586946487427,0,0,0,0,0,0,0
CYTL1,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSMP,CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL2,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL9,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL5,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL8,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL4,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL4,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL10,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL2,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL12,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL3,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL7,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL11,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL24,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL17,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL22,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL20,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL1,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL2,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL3,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL5,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPBP,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL13,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCL1,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF4,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL14,CCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL2,CCR5,0,0,0,0,0,0,0,0,0.25003671646118164,0,0,0,0,0,0,0
CXCL9,CCR5,0,0,0,0,0,0,0,0,0.11729852855205536,0,0,0,0,0,0,0
CCL5,CCR5,0.30504757165908813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL8,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL4,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL10,CCR5,0,0,0,0,0,0,0,0,0.12867838144302368,0,0,0,0,0,0,0
IL2,CCR5,0.13298197090625763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL12A,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL12,CCR5,0,0,0,0,0.22782817482948303,0,0,0,0.6290878653526306,0,0,0,0,0,0,0
CCL3,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL7,CCR5,0,0,0,0,0,0,0,0,0.22497853636741638,0,0,0,0,0,0,0
CCL11,CCR5,0,0,0,0,0,0,0,0,1.4225298166275024,0,0,0,0,0,0,0
CCL24,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL17,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL22,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL20,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL1,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,CCR5,0,0,0,0,0.20639362931251526,0,0,0,0.23277808725833893,0,0,0,0,0,0,0
CXCL2,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL3,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL5,CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
