cluster_1,,Epithelium,Epithelium,Epithelium,Other,Other,Other,Stroma,Stroma,Stroma
CCL2,CCR5,,,,,0.0,,,0.0,
CXCL9,CCR5,,,,,,,,0.0,
CCL5,CCR5,,,,,,,,,
CCL8,CCR5,,,,,0.0,,,0.0,
CCL4,CCR5,,,,,0.0,,,,
CXCL10,CCR5,,0.0,,,0.0,,,0.0,
IL2,CCR5,,,,,,,,,
IL12A,CCR5,,0.0,,,0.0,,,0.0,
CXCL12,CCR5,,,,,,,,0.0,
CCL3,CCR5,,1.0,,,0.0,,,,
CCL7,CCR5,,,,,0.0,,,0.0,
CCL11,CCR5,,,,,,,,0.0,
CCL24,CCR5,,,,,0.0,,,,
CCL17,CCR5,,,,,,,,,
CCL22,CCR5,,,,,,,,,
CCL20,CCR5,,0.0,,,0.0,,,,
CCL1,CCR5,,,,,,,,,
CXCL1,CCR5,,1.0,,,0.0,,,0.0,
CXCL2,CCR5,,1.0,,,0.0,,,,
CXCL3,CCR5,,1.0,,,0.0,,,,
CXCL5,CCR5,,0.0,,,0.0,,,0.0,
PPBP,CCR5,,,,,,,,,
CXCL13,CCR5,,0.0,,,,,,0.0,
IL12B,CCR5,,,,,,,,,
IL18,CCR5,,0.0,,,0.0,,,,
XCL1,CCR5,,,,,,,,,
ORM1,CCR5,,,,,,,,,
PF4,CCR5,,,,,0.0,,,,
CXCL14,CCR5,,,,,,,,0.0,
S100A4,CCR5,,,,,,,,,
CCL2,CCR1,,,,1.0,0.0,,0.0,0.0,
IL10,CCR1,1.0,0.0,,1.0,0.0,,,,
CXCL9,CCR1,,,,,,,1.0,0.0,
CCL5,CCR1,,,,,,,,,
CCL8,CCR1,,,,1.0,0.0,,1.0,0.0,
CCL4,CCR1,,,,1.0,0.0,,,,
CXCL10,CCR1,1.0,0.0,,1.0,0.0,,1.0,0.0,
CSF2,CCR1,,,,,,,,,
CXCL12,CCR1,,,,,,,0.0,0.0,
CCL3,CCR1,1.0,0.0,,1.0,0.0,,,,
CCL7,CCR1,,,,1.0,0.0,,0.0,0.0,
CCL11,CCR1,,,,,,,1.0,0.0,
CCL24,CCR1,,,,1.0,0.0,,,,
CCL17,CCR1,,,,,,,,,
CCL22,CCR1,,,,,,,,,
CCL20,CCR1,1.0,0.0,,1.0,0.0,,,,
CCL1,CCR1,,,,,,,,,
CXCL1,CCR1,1.0,0.0,,1.0,0.0,,0.0,0.0,
CXCL2,CCR1,1.0,0.0,,1.0,0.0,,,,
CXCL3,CCR1,1.0,0.0,,1.0,0.0,,,,
CXCL5,CCR1,1.0,0.0,,1.0,0.0,,1.0,0.0,
PPBP,CCR1,,,,,,,,,
CXCL13,CCR1,1.0,0.0,,,,,1.0,0.0,
XCL1,CCR1,,,,,,,,,
PF4,CCR1,,,,1.0,0.0,,,,
CXCL14,CCR1,,,,,,,0.0,0.0,
CCL2,ACKR1,,,,,1.0,0.0,,0.0,0.0
CXCL9,ACKR1,,,,,,,,0.0,0.0
CCL5,ACKR1,,,,,,,,,
CCL8,ACKR1,,,,,0.0,0.0,,1.0,0.8653927576601672
CXCL10,ACKR1,,1.0,1.0,,1.0,1.0,,0.0,0.0
CCL7,ACKR1,,,,,1.0,0.0,,0.0,0.0
CCL11,ACKR1,,,,,,,,0.0,0.0
CCL17,ACKR1,,,,,,,,,
CCL22,ACKR1,,,,,,,,,
CCL1,ACKR1,,,,,,,,,
CXCL1,ACKR1,,1.0,1.0,,1.0,1.0,,0.0,0.0
CXCL2,ACKR1,,1.0,1.0,,0.0,0.0,,,
CXCL3,ACKR1,,1.0,1.0,,0.0,0.0,,,
CXCL5,ACKR1,,0.0,0.0,,1.0,1.0,,1.0,1.0
PPBP,ACKR1,,,,,,,,,
CXCL13,ACKR1,,1.0,0.0,,,,,0.0,0.0
PF4,ACKR1,,,,,0.0,0.0,,,
CCL2,ACKR2,,,,,1.0,,,0.0,
CCL5,ACKR2,,,,,,,,,
CCL8,ACKR2,,,,,0.0,,,1.0,
CCL4,ACKR2,,,,,0.0,,,,
CCL3,ACKR2,,1.0,,,0.0,,,,
CCL7,ACKR2,,,,,0.47052968036529685,,,0.0,
CCL11,ACKR2,,,,,,,,0.0,
CCL24,ACKR2,,,,,0.0,,,,
CCL17,ACKR2,,,,,,,,,
CCL22,ACKR2,,,,,,,,,
CCL2,CXCR1,,,,1.0,1.0,,0.0,0.0,
CXCL9,CXCR1,,,,,,,0.0,0.0,
CCL5,CXCR1,,,,,,,,,
CCL8,CXCR1,,,,0.0,0.0,,1.0,1.0,
CCL4,CXCR1,,,,0.0,0.0,,,,
CXCL10,CXCR1,1.0,1.0,,1.0,1.0,,0.0,0.0,
CXCL12,CXCR1,,,,,,,0.0,0.0,
CCL3,CXCR1,1.0,1.0,,0.0,0.0,,,,
CCL7,CXCR1,,,,1.0,1.0,,0.0,0.0,
CCL11,CXCR1,,,,,,,0.0,0.0,
CCL24,CXCR1,,,,0.0,0.0,,,,
CCL17,CXCR1,,,,,,,,,
CCL22,CXCR1,,,,,,,,,
CCL20,CXCR1,0.0,0.0,,1.0,1.0,,,,
CCL1,CXCR1,,,,,,,,,
CXCL1,CXCR1,1.0,1.0,,1.0,1.0,,0.0,0.0,
CXCL2,CXCR1,1.0,1.0,,0.0,0.0,,,,
CXCL3,CXCR1,1.0,1.0,,0.0,0.0,,,,
CXCL5,CXCR1,0.0,0.0,,1.0,1.0,,1.0,1.0,
PPBP,CXCR1,,,,,,,,,
CXCL13,CXCR1,1.0,1.0,,,,,0.0,0.0,
XCL1,CXCR1,,,,,,,,,
PF4,CXCR1,,,,0.0,0.0,,,,
CXCL14,CXCR1,,,,,,,0.0,0.0,
CCL2,TNF,,,,1.0,0.0,,0.0,0.0,
IFNG,TNF,,,,,,,,,
CSF1,TNF,1.0,1.0,,0.0,0.0,,1.0,0.0,
CSF3,TNF,1.0,0.0,,1.0,0.0,,,,
CSF2,TNF,,,,,,,,,
HGF,TNF,,,,1.0,0.0,,0.0,0.0,
ANGPT1,TNF,,,,,,,0.0,0.0,
IL12B,TNF,,,,,,,,,
IL17A,TNF,,,,,,,,,
ADIPOQ,TNF,,,,,,,1.0,0.0,
S100B,TNF,1.0,0.0,,,,,1.0,0.0,
STC1,TNF,,,,1.0,0.0,,1.0,0.0,
CCL2,CXCR6,,,,,,,,,
CXCL9,CXCR6,,,,,,,,,
CCL5,CXCR6,,,,,,,,,
CCL8,CXCR6,,,,,,,,,
CCL4,CXCR6,,,,,,,,,
CXCL10,CXCR6,,,,,,,,,
CXCL12,CXCR6,,,,,,,,,
CCL3,CXCR6,,,,,,,,,
CCL7,CXCR6,,,,,,,,,
CCL11,CXCR6,,,,,,,,,
CCL24,CXCR6,,,,,,,,,
CCL17,CXCR6,,,,,,,,,
CCL22,CXCR6,,,,,,,,,
CCL20,CXCR6,,,,,,,,,
CCL1,CXCR6,,,,,,,,,
CXCL1,CXCR6,,,,,,,,,
CXCL2,CXCR6,,,,,,,,,
CXCL3,CXCR6,,,,,,,,,
CXCL5,CXCR6,,,,,,,,,
PPBP,CXCR6,,,,,,,,,
CXCL13,CXCR6,,,,,,,,,
XCL1,CXCR6,,,,,,,,,
PF4,CXCR6,,,,,,,,,
CXCL14,CXCR6,,,,,,,,,
CCL2,F3,,,,0.0,,,0.0,,
IL10,F3,0.0,,,0.0,,,,,
IL6,F3,,,,,,,0.0,,
CD40LG,F3,,,,,,,,,
HGF,F3,,,,0.0,,,0.0,,
TNF,F3,0.0,,,0.0,,,,,
OSM,F3,1.0,,,0.0,,,,,
SAA1,F3,0.0,,,,,,0.0,,
SST,F3,,,,,,,0.0,,
ADIPOQ,F3,,,,,,,0.0,,
ORM1,F3,,,,,,,,,
CCL2,CCR6,,,,,,,,,
IFNG,CCR6,,,,,,,,,
CXCL9,CCR6,,,,,,,,,
CCL5,CCR6,,,,,,,,,
CCL8,CCR6,,,,,,,,,
CCL4,CCR6,,,,,,,,,
CXCL10,CCR6,,,,,,,,,
CXCL12,CCR6,,,,,,,,,
CCL3,CCR6,,,,,,,,,
CCL7,CCR6,,,,,,,,,
CCL11,CCR6,,,,,,,,,
CCL24,CCR6,,,,,,,,,
CCL17,CCR6,,,,,,,,,
CCL22,CCR6,,,,,,,,,
CCL20,CCR6,,,,,,,,,
CCL1,CCR6,,,,,,,,,
CXCL1,CCR6,,,,,,,,,
CXCL2,CCR6,,,,,,,,,
CXCL3,CCR6,,,,,,,,,
CXCL5,CCR6,,,,,,,,,
PPBP,CCR6,,,,,,,,,
CXCL13,CCR6,,,,,,,,,
XCL1,CCR6,,,,,,,,,
PF4,CCR6,,,,,,,,,
DEFB1,CCR6,,,,,,,,,
CXCL14,CCR6,,,,,,,,,
CCL2,CXCR4,,,,,0.0,,,0.0,
KIT,CXCR4,,0.0,,,,,,,
CXCL9,CXCR4,,,,,,,,0.0,
CCL5,CXCR4,,,,,,,,,
CCL8,CXCR4,,,,,0.0,,,0.0,
IL4,CXCR4,,,,,,,,,
CXCL10,CXCR4,,0.0,,,0.0,,,0.0,
CXCL12,CXCR4,,,,,,,,0.0,
AGT,CXCR4,,,,,,,,0.0,
CCL3,CXCR4,,1.0,,,0.0,,,,
CCL7,CXCR4,,,,,0.0,,,0.0,
CCL24,CXCR4,,,,,0.0,,,,
CCL17,CXCR4,,,,,,,,,
CCL22,CXCR4,,,,,,,,,
CCL20,CXCR4,,0.0,,,0.0,,,,
CCL1,CXCR4,,,,,,,,,
CXCL1,CXCR4,,1.0,,,0.0,,,0.0,
CXCL2,CXCR4,,1.0,,,0.0,,,,
CXCL3,CXCR4,,1.0,,,0.0,,,,
CXCL5,CXCR4,,0.0,,,0.0,,,0.0,
PPBP,CXCR4,,,,,,,,,
CXCL13,CXCR4,,0.0,,,,,,0.0,
XCL1,CXCR4,,,,,,,,,
TFF2,CXCR4,,,,,,,,,
PF4,CXCR4,,,,,0.0,,,,
CXCL14,CXCR4,,,,,,,,0.0,
TFF3,CXCR4,,0.0,,,0.0,,,,
CCL2,CX3CR1,,,,,0.0,,,0.0,
CXCL9,CX3CR1,,,,,,,,0.0,
CCL5,CX3CR1,,,,,,,,,
CCL8,CX3CR1,,,,,0.0,,,0.0,
CCL4,CX3CR1,,,,,0.0,,,,
CXCL10,CX3CR1,,0.05542342342342343,,,0.0,,,0.0,
CXCL12,CX3CR1,,,,,,,,0.0,
CCL3,CX3CR1,,1.0,,,0.0,,,,
CCL7,CX3CR1,,,,,0.0,,,0.0,
CCL11,CX3CR1,,,,,,,,0.0,
CCL24,CX3CR1,,,,,0.0,,,,
CCL17,CX3CR1,,,,,,,,,
CCL22,CX3CR1,,,,,,,,,
CCL20,CX3CR1,,0.0,,,0.0,,,,
CCL1,CX3CR1,,,,,,,,,
CXCL1,CX3CR1,,1.0,,,0.0,,,0.0,
CXCL2,CX3CR1,,1.0,,,0.0,,,,
CXCL3,CX3CR1,,1.0,,,0.0,,,,
CXCL5,CX3CR1,,0.0,,,0.1216093023255814,,,0.4155298245614035,
PPBP,CX3CR1,,,,,,,,,
CXCL13,CX3CR1,,0.0,,,,,,0.0,
XCL1,CX3CR1,,,,,,,,,
PF4,CX3CR1,,,,,0.0,,,,
CXCL14,CX3CR1,,,,,,,,0.0,
CCL2,CCR7,,,,,0.0,,,0.0,
CXCL9,CCR7,,,,,,,,0.0,
CCL5,CCR7,,,,,,,,,
CCL8,CCR7,,,,,0.0,,,0.032607773851590104,
CCL4,CCR7,,,,,0.0,,,,
IL6,CCR7,,,,,,,,0.0,
CXCL10,CCR7,,1.0,,,0.0,,,0.0,
CXCL12,CCR7,,,,,,,,0.0,
CCL3,CCR7,,1.0,,,0.0,,,,
CCL7,CCR7,,,,,0.0,,,0.0,
CCL11,CCR7,,,,,,,,0.0,
CCL24,CCR7,,,,,0.0,,,,
CCL17,CCR7,,,,,,,,,
CCL22,CCR7,,,,,,,,,
CCL20,CCR7,,0.0,,,0.0,,,,
CCL1,CCR7,,,,,,,,,
CXCL1,CCR7,,1.0,,,1.0,,,0.0,
CXCL2,CCR7,,1.0,,,0.0,,,,
CXCL3,CCR7,,1.0,,,0.0,,,,
CXCL5,CCR7,,0.0,,,1.0,,,1.0,
PPBP,CCR7,,,,,,,,,
CXCL13,CCR7,,0.0,,,,,,0.0,
XCL1,CCR7,,,,,,,,,
PF4,CCR7,,,,,0.0,,,,
CXCL14,CCR7,,,,,,,,0.0,
CCL2,XCR1,,,,,,,,,
CXCL9,XCR1,,,,,,,,,
CCL5,XCR1,,,,,,,,,
CCL8,XCR1,,,,,,,,,
CCL4,XCR1,,,,,,,,,
CXCL10,XCR1,,,,,,,,,
CXCL12,XCR1,,,,,,,,,
CCL3,XCR1,,,,,,,,,
CCL7,XCR1,,,,,,,,,
CCL11,XCR1,,,,,,,,,
CCL24,XCR1,,,,,,,,,
CCL17,XCR1,,,,,,,,,
CCL22,XCR1,,,,,,,,,
CCL20,XCR1,,,,,,,,,
CCL1,XCR1,,,,,,,,,
CXCL1,XCR1,,,,,,,,,
CXCL2,XCR1,,,,,,,,,
CXCL3,XCR1,,,,,,,,,
CXCL5,XCR1,,,,,,,,,
PPBP,XCR1,,,,,,,,,
CXCL13,XCR1,,,,,,,,,
XCL1,XCR1,,,,,,,,,
PF4,XCR1,,,,,,,,,
CXCL14,XCR1,,,,,,,,,
CCL2,CXCR2,,,,1.0,0.0,,0.0,0.0,
CXCL9,CXCR2,,,,,,,1.0,0.0,
CCL5,CXCR2,,,,,,,,,
CCL8,CXCR2,,,,1.0,0.0,,1.0,0.0,
CCL4,CXCR2,,,,0.0,0.0,,,,
CXCL10,CXCR2,1.0,0.0,,1.0,0.0,,0.0,0.0,
CXCL12,CXCR2,,,,,,,0.0,0.0,
CCL3,CXCR2,1.0,1.0,,0.0,0.0,,,,
CCL7,CXCR2,,,,1.0,0.0,,0.0,0.0,
CCL11,CXCR2,,,,,,,0.0,0.0,
CCL24,CXCR2,,,,1.0,0.0,,,,
CCL17,CXCR2,,,,,,,,,
CCL22,CXCR2,,,,,,,,,
CCL20,CXCR2,1.0,0.0,,1.0,0.0,,,,
CCL1,CXCR2,,,,,,,,,
CXCL1,CXCR2,1.0,0.12142105263157893,,1.0,0.0,,0.0,0.0,
CXCL2,CXCR2,1.0,1.0,,0.0,0.0,,,,
CXCL3,CXCR2,1.0,0.02796363636363636,,0.05559036144578314,0.0,,,,
CXCL5,CXCR2,1.0,0.0,,1.0,0.0,,1.0,0.0,
PPBP,CXCR2,,,,,,,,,
CXCL13,CXCR2,1.0,0.0,,,,,1.0,0.0,
XCL1,CXCR2,,,,,,,,,
PF4,CXCR2,,,,1.0,0.0,,,,
CXCL14,CXCR2,,,,,,,0.0,0.0,
CCL2,CCR9,,,,,0.35275229357798166,,,0.0,
CXCL9,CCR9,,,,,,,,0.0,
CCL5,CCR9,,,,,,,,,
CCL8,CCR9,,,,,0.0,,,1.0,
CCL4,CCR9,,,,,0.0,,,,
CXCL10,CCR9,,1.0,,,1.0,,,0.0,
CXCL12,CCR9,,,,,,,,0.0,
CCL3,CCR9,,1.0,,,0.0,,,,
CCL7,CCR9,,,,,0.0646822429906542,,,0.0,
CCL11,CCR9,,,,,,,,0.0,
CCL24,CCR9,,,,,0.0,,,,
CCL17,CCR9,,,,,,,,,
CCL22,CCR9,,,,,,,,,
CCL20,CCR9,,0.0,,,0.33311520737327194,,,,
CCL1,CCR9,,,,,,,,,
CXCL1,CCR9,,1.0,,,1.0,,,0.0,
CXCL2,CCR9,,1.0,,,0.0,,,,
CXCL3,CCR9,,1.0,,,0.0,,,,
CXCL5,CCR9,,0.0,,,1.0,,,1.0,
PPBP,CCR9,,,,,,,,,
CXCL13,CCR9,,1.0,,,,,,0.0,
TNFSF15,CCR9,,,,,,,,0.0,
XCL1,CCR9,,,,,,,,,
PF4,CCR9,,,,,0.0,,,,
CXCL14,CCR9,,,,,,,,0.0,
IL1B,CDH5,,1.0,,,0.0,,,,
BMP6,CDH5,,,,,,,,0.0,
ANGPT2,CDH5,,,,,0.0,,,0.0,
KDR,CDH5,,,,,0.0,,,,
KNG1,CDH5,,,,,,,,0.0,
ANGPTL4,CDH5,,,,,,,,0.0,
KIT,CD81,0.0,,0.0,,,,,,
KIT,CSF2RA,1.0,0.0,,,,,,,
CSF1,CSF2RA,1.0,1.0,,1.0,0.0,,1.0,0.0,
CSF3,CSF2RA,1.0,0.0,,1.0,0.0,,,,
CSF2,CSF2RA,,,,,,,,,
KIT,CD63,,0.3447241379310345,0.0,,,,,,
SFRP2,WNT2,,,,,,,,,0.0
FRZB,WNT2,,,,,,,,,0.0
WIF1,WNT2,,,,,,,,,0.0
RSPO3,WNT2,,,,,,,,,0.0
DKK2,WNT2,,,,,,,,,0.0
SOSTDC1,WNT2,,,,,,,,,
SOST,WNT2,,,,,,,,,0.0
SFRP5,WNT2,,,0.0,,,,,,
SERPINF1,WNT2,,,,,,,,,0.0
SFRP4,WNT2,,,,,,,,,0.0
SFRP2,WNT6,,,,,,,,,0.0
FRZB,WNT6,,,,,,,,,0.0
WIF1,WNT6,,,,,,,,,0.0
RSPO3,WNT6,,,,,,,,,0.0
DKK2,WNT6,,,,,,,,,0.0
SOSTDC1,WNT6,,,,,,,,,
SOST,WNT6,,,,,,,,,0.0
SFRP5,WNT6,,,0.0,,,,,,
SERPINF1,WNT6,,,,,,,,,0.0
SFRP4,WNT6,,,,,,,,,0.0
SFRP2,WNT5A,,,,,,,,,0.0
FRZB,WNT5A,,,,,,,,,0.0
WIF1,WNT5A,,,,,,,,,0.0
SFRP5,WNT5A,,,0.0,,,,,,
SFRP4,WNT5A,,,,,,,,,0.0
TLN1,ITGA5,,,,,,,,0.0,0.0
ANGPT1,ITGA5,,,,,,,,0.0,0.0
FLT4,ITGA5,,,,,1.0,0.0,,,
CXCL12,ITGA5,,,,,,,,0.0,0.0
VEGFD,ITGA5,,,,,,,,0.0,0.0
L1CAM,ITGA5,,0.21398260869565217,0.0,,,,,,
RELN,ITGA5,,,,,,,,,
VTN,ITGA5,,,,,,,,0.0,0.0
THBS1,ITGA5,,,,,0.0,0.0,,1.0,0.0
THBS2,ITGA5,,,,,,,,0.0,0.0
CTGF,ITGA5,,,,,,,,0.0,0.0
VWF,ITGA5,,1.0,0.0,,1.0,0.0,,,
LAMB1,ITGA5,,,,,,,,0.0,0.0
LAMA4,ITGA5,,,,,,,,0.0,0.0
LAMC2,ITGA5,,0.0,0.0,,,,,,
TNC,ITGA5,,,,,1.0,0.0,,0.0,0.0
COL6A3,ITGA5,,,,,,,,0.0,0.0
LAMA3,ITGA5,,0.0,0.0,,,,,,
LAMC3,ITGA5,,,,,,,,0.0,0.0
SPP1,ITGA5,,,,,0.0,0.0,,1.0,0.0
CYR61,ITGA5,,,,,,,,0.0,0.0
LAMA2,ITGA5,,,,,,,,0.0,0.0
CHAD,ITGA5,,,,,,,,,
SPON2,ITGA5,,,,,,,,0.0,0.0
COL6A6,ITGA5,,,,,,,,0.0,0.0
THBS4,ITGA5,,,,,,,,0.0,0.0
WISP1,ITGA5,,,,,,,,0.0,0.0
TLN1,ITGA2B,,,,,,,0.0,,0.0
RELN,ITGA2B,,,,,,,,,
VTN,ITGA2B,,,,,,,0.0,,0.0
THBS1,ITGA2B,,,,0.0,,0.0,0.0,,0.0
THBS2,ITGA2B,,,,,,,0.0,,0.0
VWF,ITGA2B,0.0,,0.0,0.0,,0.0,,,
LAMB1,ITGA2B,,,,,,,0.0,,0.0
LAMA4,ITGA2B,,,,,,,0.0,,0.0
LAMC2,ITGA2B,0.0,,0.0,,,,,,
TNC,ITGA2B,,,,1.0,,1.0,0.0,,0.0
COL6A3,ITGA2B,,,,,,,0.0,,0.0
LAMA3,ITGA2B,0.0,,0.0,,,,,,
ICAM4,ITGA2B,,,,,,,,,
LAMC3,ITGA2B,,,,,,,0.0,,0.0
SPP1,ITGA2B,,,,0.0,,0.0,1.0,,1.0
LAMA2,ITGA2B,,,,,,,0.0,,0.0
CHAD,ITGA2B,,,,,,,,,
COL6A6,ITGA2B,,,,,,,0.0,,0.0
THBS4,ITGA2B,,,,,,,0.0,,0.0
WNT5A,LRP2,,,,,,,0.0,,
EGF,LRP2,,,,,,,,,
SHH,LRP2,,,,,,,,,
MDK,LRP2,,,,,,,0.0,,
AGT,LRP2,,,,,,,0.0,,
TG,LRP2,,,,,,,0.0,,
APOA1,LRP2,,,,,,,,,
APOE,LRP2,,,,,,,0.0,,
GC,LRP2,,,,,,,,,
WNT5A,RORA,,,,,,,,,
IL22,IL21R,,,,,,,,,
IL4,TNFRSF11B,,,,,,,,,
TNF,TNFRSF11B,1.0,,0.0,0.0,,0.0,,,
IL13,TNFRSF11B,,,,,,,,,
PDGFA,TNFRSF11B,0.0,,0.0,,,,0.0,,0.0
TNFSF11,TNFRSF11B,,,,,,,,,
VTN,TNFRSF11B,,,,,,,0.0,,0.0
THBS1,TNFRSF11B,,,,0.0,,0.0,0.25633333333333336,,0.0
VWF,TNFRSF11B,0.14952777777777776,,0.0,0.18094117647058824,,0.0,,,
IFNG,PPARG,,,,,,,,,
IL4,PPARG,,,,,,,,,
CSF2,PPARG,,,,,,,,,
TNF,PPARG,1.0,1.0,,0.0,0.0,,,,
IL12A,PPARG,0.0,1.0,,0.0,1.0,,0.0,1.0,
RLN1,PPARG,,,,,,,0.0,1.0,
SERPINF1,PPARG,,,,,,,0.0,0.0,
IL10,CD14,1.0,0.0,,1.0,0.0,,,,
IL10,CD40,,1.0,,,0.0,,,,
IFNG,CD40,,,,,,,,,
CD40LG,CD40,,,,,,,,,
LTB,CD40,,,,,,,,,
IL18,CD40,,0.0,,,0.0,,,,
IL10,CSF1,1.0,0.0,1.0,1.0,0.0,0.0,,,
IFNG,CSF1,,,,,,,,,
IL6,CSF1,,,,,,,0.0,0.0,0.0
IL1A,CSF1,1.0,1.0,1.0,1.0,0.0,0.0,,,
CSF2,CSF1,,,,,,,,,
IL1B,CSF1,1.0,1.0,1.0,0.0,0.0,0.0,,,
IL10,IL1RN,1.0,0.0,,1.0,0.0,,,,
IL6,IL1RN,,,,,,,0.0,0.0,
HGF,IL1RN,,,,1.0,0.0,,1.0,0.0,
TNF,IL1RN,1.0,0.0,,1.0,0.0,,,,
IFNG,IFNGR1,,,,,,,,,
IFNB1,IFNGR1,,,,,,,,,
IFNG,CD74,,,,,,,,,
IFNG,PIGR,,,,,,,,,
TNF,PIGR,0.0,,,0.0,,,,,
IFNG,CD40LG,,,,,,,,,
TSLP,CD40LG,,,,,,,,,
ICOS,CD40LG,,,,,,,,,
IFNG,KLRD1,,,,,,,,,
CD160,KLRD1,,,,,,,,,
IFNG,MUC1,,,,,,,,,
TNF,MUC1,1.0,1.0,,0.0,0.0,,,,
IL13,MUC1,,,,,,,,,
IL7,MUC1,,,,,,,,,
IFNG,CEACAM1,,,,,,,,,
IFNG,CXCL9,,,,,,,,,
IL12B,CXCL9,,,,,,,,,
IFNG,CXCL16,,,,,,,,,
IFNG,VCAM1,,,,,,,,,
CD40LG,VCAM1,,,,,,,,,
IL4,VCAM1,,,,,,,,,
TNF,VCAM1,,,0.0,,,0.0,,,
IL18,VCAM1,,,0.0,,,0.0,,,
THBS1,VCAM1,,,,,,0.0,,,0.0
IFNG,CXCL12,,,,,,,,,
CCL5,CXCL12,,,,,,,,,
IL6,CXCL12,,,,,,,,,0.0
IL1A,CXCL12,,,0.0,,,0.0,,,
CSF3,CXCL12,,,0.0,,,0.0,,,
IL2,CXCL12,,,,,,,,,
IL13,CXCL12,,,,,,,,,
IL17A,CXCL12,,,,,,,,,
IL18,CXCL12,,,0.0,,,0.0,,,
ADIPOQ,CXCL12,,,,,,,,,0.0
IFNG,CXCL10,,,,,,,,,
TNF,CXCL10,1.0,1.0,0.0,0.0,0.0,0.0,,,
IL1B,CXCL10,1.0,1.0,1.0,0.0,0.0,0.0,,,
OSM,CXCL10,1.0,1.0,1.0,0.0,0.0,0.0,,,
IL17F,CXCL10,,,,,,,,,
IFNG,IL17A,,,,,,,,,
IL6,IL17A,,,,,,,,,
TNFSF4,IL17A,,,,,,,,,
CYR61,IL17A,,,,,,,,,
PDGFB,S1PR1,,,,,,,,,
KDR,S1PR1,,,,,,,,,
SPP1,S1PR1,,,,,,,,,
CXCL9,GRM7,,,,,,,,,0.0
CCL5,GRM7,,,,,,,,,
CXCL10,GRM7,,,1.0,,,1.0,,,0.0
CXCL12,GRM7,,,,,,,,,0.0
APLN,GRM7,,,,,,0.0,,,0.0
AGT,GRM7,,,,,,,,,0.0
KNG1,GRM7,,,,,,,,,0.0
CCL20,GRM7,,,0.0,,,0.0,,,
CXCL1,GRM7,,,1.0,,,1.0,,,0.0
CXCL2,GRM7,,,1.0,,,0.0,,,
CXCL3,GRM7,,,1.0,,,0.0,,,
CXCL5,GRM7,,,0.0,,,1.0,,,1.0
PPBP,GRM7,,,,,,,,,
CXCL13,GRM7,,,0.010253333333333335,,,,,,0.0
PENK,GRM7,,,,,,,,,0.0
ANXA1,GRM7,,,0.0,,,,,,
SAA1,GRM7,,,0.0,,,,,,0.0
GAL,GRM7,,,,,,,,,0.0
PNOC,GRM7,,,,,,,,,0.0
NPY,GRM7,,,,,,,,,0.0
SST,GRM7,,,,,,,,,0.0
PYY,GRM7,,,,,,0.0,,,
PF4,GRM7,,,,,,0.0,,,
CCL5,CCRL2,,,,,,,,,
RARRES2,CCRL2,,,,,,,0.0,0.0,
CCL5,TNFRSF4,,,,,,,,,
IL2,TNFRSF4,,,,,,,,,
TNFSF4,TNFRSF4,,,,,,,,,
IL6,TLR2,,,,,,,0.0,0.0,
CSF2,TLR2,,,,,,,,,
SAA1,TLR2,1.0,0.0,,,,,1.0,0.0,
VCAN,TLR2,,,,,,,0.0,0.0,
DCN,TLR2,,,,,,,0.0,0.0,
CYR61,TLR2,,,,,,,0.03495454545454545,0.0,
PRG4,TLR2,,,,,,,0.0,0.0,
IL6,OXTR,,,,,,,,,0.0
IL6,AGT,,,,,,,,,0.0
IL6,MSR1,,,,,,,,0.0,
CSF1,MSR1,,1.0,,,0.0,,,0.0,
ADIPOQ,MSR1,,,,,,,,0.0,
EGF,NRP1,,,,,,,,,
HGF,NRP1,,,,,,0.0,,,0.0
KDR,NRP1,,,,,,0.0,,,
L1CAM,NRP1,,,0.0,,,,,,
SEMA3C,NRP1,,,0.0,,,,,,
PGF,NRP1,,,,,,,,,0.0
SEMA3D,NRP1,,,,,,,,,0.0
CNTN2,NRP1,,,,,,,,,0.0
ALCAM,NRP1,,,0.0,,,0.0,,,
EGF,PGR,,,,,,,,,
EGF,ANXA1,,,,,,,,,
HGF,ANXA1,,,,0.0,,,0.0,,
EGF,BSG,,,,,,,,,
IL1A,IL1R1,,,0.0,,,0.0,,,
IL1B,IL1R1,,,0.0,,,0.0,,,
IL12A,IL1R1,,,0.0,,,0.0,,,0.0
IL1RAP,IL1R1,,,0.0,,,0.0,,,0.0
IL12B,IL1R1,,,,,,,,,
IL1RN,IL1R1,,,0.0,,,0.0,,,
IL1A,IL1RAP,1.0,1.0,1.0,0.0,0.0,0.0,,,
IL1B,IL1RAP,1.0,1.0,1.0,0.0,0.0,0.0,,,
IL1RN,IL1RAP,1.0,1.0,1.0,0.0,0.0,0.0,,,
IL33,IL1RAP,1.0,0.0,1.0,,,,0.0,0.0,0.0
IL1A,IL1R2,1.0,0.0,,1.0,0.0,,,,
IL1B,IL1R2,1.0,1.0,,0.0,0.0,,,,
IL1RN,IL1R2,1.0,0.0,,1.0,0.0,,,,
IL1A,PLAU,1.0,,,0.0,,,,,
CSF2,PLAU,,,,,,,,,
HGF,PLAU,,,,0.0,,,0.0,,
TNF,PLAU,1.0,,,0.0,,,,,
LIF,PLAU,0.0,,,,,,0.0,,
BDNF,PLAU,0.0,,,,,,0.0,,
