source,target,aspect_intercell_source,aspect_intercell_target,category_intercell_source,category_intercell_target,category_source_intercell_source,category_source_intercell_target,consensus_direction,consensus_inhibition,consensus_score_intercell_source,consensus_score_intercell_target,consensus_stimulation,curation_effort,database_intercell_source,database_intercell_target,dip_url,entity_type_intercell_source,entity_type_intercell_target,is_inhibition,is_stimulation,n_primary_sources,n_references,n_sources,parent_intercell_source,parent_intercell_target,plasma_membrane_peripheral_intercell_source,plasma_membrane_peripheral_intercell_target,plasma_membrane_transmembrane_intercell_source,plasma_membrane_transmembrane_intercell_target,receiver_intercell_source,receiver_intercell_target,references,references_stripped,scope_intercell_source,scope_intercell_target,secreted_intercell_source,secreted_intercell_target,sources,transmitter_intercell_source,transmitter_intercell_target,type,uniprot_intercell_source,uniprot_intercell_target
NGF,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01138,P54762
CSF1,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P54762
HGF,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P14210,P54762
AREG,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15514,P54762
PDGFA,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,P54762
PDGFB,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,P54762
EFNB3,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,7,17,False,4,,,,protein,protein,False,False,9,2,11,ligand,receptor,False,False,True,True,False,True,CellChatDB:15114347;CellPhoneDB:15114347;LRdb:11114742;connectomeDB2020:15114347,11114742;15114347,generic,generic,False,False,CellChatDB;CellPhoneDB;CellTalkDB;DLRP_talklr;EMBRACE;LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q15768,P54762
ANGPT2,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P54762
ANGPT1,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P54762
ANGPT4,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9Y264,P54762
BDNF,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P54762
EREG,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O14944,P54762
VEGFD,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O43915,P54762
FGF5,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P12034,P54762
FGF23,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZV9,P54762
PGF,EPHB1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P54762
IGF1,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,17,True,1,talklr;connectomeDB2020;iTALK;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P05019,P29317
EGF,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,3,,,,protein,protein,False,True,2,3,4,ligand,receptor,False,False,True,True,False,True,ProtMapper:15951569;ProtMapper:27132626;SIGNOR:17306385,15951569;17306385;27132626,generic,generic,True,False,BEL-Large-Corpus_ProtMapper;ProtMapper;SIGNOR;Sparser_ProtMapper,True,False,post_translational,P01133,P29317
NGF,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01138,P29317
CSF1,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P29317
HGF,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,17,True,2,,,,protein,protein,False,True,2,2,3,ligand,receptor,False,False,False,True,False,True,ProtMapper:28294115;SIGNOR:17306385,17306385;28294115,generic,generic,True,False,ProtMapper;REACH_ProtMapper;SIGNOR,True,False,post_translational,P14210,P29317
TNF,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,17,17,False,1,,,,protein,protein,False,False,1,1,3,ligand,receptor,False,False,False,True,False,True,ProtMapper:26158630,26158630,generic,generic,True,False,ProtMapper;REACH_ProtMapper;Sparser_ProtMapper,True,False,post_translational,P01375,P29317
AREG,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15514,P29317
PDGFA,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P04085,P29317
PDGFB,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01127,P29317
ANGPT2,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P29317
ANGPT1,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P29317
ANGPT4,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9Y264,P29317
BDNF,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P29317
EREG,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O14944,P29317
VEGFD,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O43915,P29317
FGF5,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P12034,P29317
FGF23,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9GZV9,P29317
PGF,EPHA2,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,17,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P29317
TLN1,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,1,12,False,5,iTALK;CellPhoneDB;CellTalkDB;OmniPath,,,protein,protein,False,False,6,3,7,ligand,receptor,False,False,False,True,False,True,Adhesome:12606711;Adhesome:22025551;CellTalkDB:32196115;HPRD:12606711;InnateDB:22025551,12606711;22025551;32196115,generic,generic,False,False,Adhesome;CellTalkDB;HPRD;InnateDB;LRdb;Reactome_LRdb;Wang,True,False,post_translational,Q9Y490,P18084
RELN,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P78509,P18084
VTN,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,11,12,True,1,,,,protein,protein,False,True,6,1,9,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Reactome_LRdb;STRING_talklr;Wang;iTALK;talklr,True,False,post_translational,P04004,P18084
THBS1,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P07996,P18084
THBS2,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P35442,P18084
VWF,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,10,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P04275,P18084
LAMB1,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P07942,P18084
LAMA4,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q16363,P18084
LAMC2,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,6,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q13753,P18084
TNC,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P24821,P18084
COL6A3,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P12111,P18084
LAMA3,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,9,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q16787,P18084
LAMC3,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,3,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,Q9Y6N6,P18084
SPP1,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,12,True,2,,,,protein,protein,False,True,4,2,5,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115;connectomeDB2020:7592829,32196115;7592829,generic,generic,True,False,CellTalkDB;LRdb;Reactome_LRdb;Wang;connectomeDB2020,True,False,post_translational,P10451,P18084
CYR61,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,9,12,False,4,,,,protein,protein,False,False,8,1,12,ligand,receptor,False,False,False,True,False,True,CellTalkDB:11287419;HPRD:11287419;LRdb:11287419;connectomeDB2020:11287419,11287419,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,True,False,post_translational,O00622,P18084
LAMA2,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,8,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P24043,P18084
EDIL3,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,False,False,8,12,False,1,,,,protein,protein,False,False,5,1,7,ligand,receptor,False,False,False,True,False,True,CellTalkDB:32196115,32196115,generic,generic,True,False,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,True,False,post_translational,O43854,P18084
CHAD,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,7,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,O15335,P18084
COL6A6,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,1,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,A6NMZ7,P18084
THBS4,ITGB5,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,2,12,True,0,,,,protein,protein,False,True,1,,1,ligand,receptor,False,False,False,True,False,True,,,generic,generic,True,False,Wang,True,False,post_translational,P35443,P18084
IGF1,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,15,True,1,talklr;connectomeDB2020;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P05019,P11362
EGF,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,15,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P01133,P11362
NGF,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P01138,P11362
CSF1,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P09603,P11362
HGF,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,15,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P14210,P11362
AREG,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P15514,P11362
PDGFA,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,15,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P04085,P11362
PDGFB,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,15,True,1,,,,protein,protein,False,True,2,1,2,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR;Wang,True,False,post_translational,P01127,P11362
ANGPT2,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O15123,P11362
ANGPT1,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q15389,P11362
ANGPT4,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,Q9Y264,P11362
BDNF,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P23560,P11362
EREG,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O14944,P11362
VEGFD,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,O43915,P11362
FGF5,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,15,True,8,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=10932,protein,protein,False,True,14,4,23,ligand,receptor,False,False,False,True,False,True,Baccin2019:83868288386828;CellTalkDB:16597617;DIP:8386828;HPRD:8386828;LRdb:16597617;SIGNOR:17306385;SIGNOR:8386828;connectomeDB2020:8386828,16597617;17306385;8386828;83868288386828,generic,generic,True,False,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P12034,P11362
FGF23,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,15,True,9,,,http://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?IK=185469,protein,protein,False,True,15,6,22,ligand,receptor,False,False,False,True,False,True,Baccin2019:16081635;BioGRID:27879395;CellTalkDB:16597617;DIP:19966287;LRdb:16597617;Lit-BM-17:19966287;Lit-BM-17:22393163;SIGNOR:17306385;connectomeDB2020:16081635,16081635;16597617;17306385;19966287;22393163;27879395,generic,generic,True,False,Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;DIP;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,Q9GZV9,P11362
PGF,FGFR1,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,15,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,False,SIGNOR,True,False,post_translational,P49763,P11362
IGF1,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,14,True,1,talklr;connectomeDB2020;iTALK;EMBRACE;HGNC;CellPhoneDB;GO_Intercell;HPMR;CellChatDB;CellTalkDB;Ramilowski2015;Guide2Pharma;DGIdb;LRdb;Baccin2019;OmniPath,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P05019,P22455
EGF,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P01133,P22455
NGF,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P01138,P22455
CSF1,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P09603,P22455
HGF,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P14210,P22455
AREG,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P15514,P22455
PDGFA,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,16,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P04085,P22455
PDGFB,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,17,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P01127,P22455
ANGPT2,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,O15123,P22455
ANGPT1,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,Q15389,P22455
ANGPT4,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,12,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,Q9Y264,P22455
BDNF,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,18,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,P23560,P22455
EREG,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,True,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,O14944,P22455
VEGFD,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,13,14,True,1,,,,protein,protein,False,True,1,1,1,ligand,receptor,False,False,False,True,False,True,SIGNOR:17306385,17306385,generic,generic,True,True,SIGNOR,True,False,post_translational,O43915,P22455
FGF5,FGFR4,functional,functional,ligand,receptor,resource_specific,resource_specific,True,False,14,14,True,7,,,,protein,protein,False,True,13,5,24,ligand,receptor,False,False,False,True,False,True,Baccin2019:13851118663044;CellTalkDB:16597617;HPRD:8663044;LRdb:16597617;SIGNOR:17306385;connectomeDB2020:1385111;connectomeDB2020:8663044,1385111;13851118663044;16597617;17306385;8663044,generic,generic,True,True,Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr,True,False,post_translational,P12034,P22455
