cluster_1,,immune,immune,stroma,stroma
CCL11,CXCR2,,,,
CCL24,CXCR2,,,,
CCL17,CXCR2,,,,
CCL22,CXCR2,,,,
CCL20,CXCR2,,,,
CCL1,CXCR2,,,,
CXCL1,CXCR2,,,,
CXCL2,CXCR2,,,,
CXCL3,CXCR2,,,,
CXCL5,CXCR2,,,,
PPBP,CXCR2,,,,
CXCL13,CXCR2,,,,
XCL1,CXCR2,,,,
PF4,CXCR2,,,,
CXCL14,CXCR2,,,,
CCL2,CCR9,,,,
CXCL9,CCR9,,,,
CCL5,CCR9,,,,
CCL8,CCR9,,,,
CCL4,CCR9,,,,
CXCL10,CCR9,,,,
CXCL12,CCR9,,,,
CCL3,CCR9,,,,
CCL7,CCR9,,,,
CCL11,CCR9,,,,
CCL24,CCR9,,,,
CCL17,CCR9,,,,
CCL22,CCR9,,,,
CCL20,CCR9,,,,
CCL1,CCR9,,,,
CXCL1,CCR9,,,,
CXCL2,CCR9,,,,
CXCL3,CCR9,,,,
CXCL5,CCR9,,,,
PPBP,CCR9,,,,
CXCL13,CCR9,,,,
TNFSF15,CCR9,,,,
XCL1,CCR9,,,,
PF4,CCR9,,,,
CXCL14,CCR9,,,,
IL1B,CDH5,,,,
BMP6,CDH5,,,,
ANGPT2,CDH5,,,,
KDR,CDH5,,,,
KNG1,CDH5,,,,
ANGPTL4,CDH5,,,,
KIT,CD81,,0.0,,
KIT,CSF2RA,,,,
CSF1,CSF2RA,,,,
CSF3,CSF2RA,,,,
CSF2,CSF2RA,,,,
KIT,CD63,,0.0,,
SFRP2,WNT2,,,,0.0
FRZB,WNT2,,,,0.0
WIF1,WNT2,,,,0.0
RSPO3,WNT2,,,,0.0
DKK2,WNT2,,,,0.0
SOSTDC1,WNT2,,,,0.0
SOST,WNT2,,,,
SFRP5,WNT2,,,,0.0
SERPINF1,WNT2,,,,0.0
SFRP4,WNT2,,,,0.0
SFRP2,WNT6,,,,0.0
FRZB,WNT6,,,,0.0
WIF1,WNT6,,,,0.0
RSPO3,WNT6,,,,0.0
DKK2,WNT6,,,,0.0
SOSTDC1,WNT6,,,,0.0
SOST,WNT6,,,,
SFRP5,WNT6,,,,0.0
SERPINF1,WNT6,,,,0.0
SFRP4,WNT6,,,,0.0
SFRP2,WNT5A,,,,0.0
FRZB,WNT5A,,,,0.0
WIF1,WNT5A,,,,0.0
SFRP5,WNT5A,,,,0.0
SFRP4,WNT5A,,,,0.0
TLN1,ITGA5,,,,0.0
ANGPT1,ITGA5,,,,0.0
FLT4,ITGA5,,,,
CXCL12,ITGA5,,,,0.0
VEGFD,ITGA5,,,,0.0
L1CAM,ITGA5,,,,
RELN,ITGA5,,,,0.0
VTN,ITGA5,,,,0.0
THBS1,ITGA5,,0.0,,0.0
THBS2,ITGA5,,,,0.0
CTGF,ITGA5,,,,0.0
VWF,ITGA5,,,,
LAMB1,ITGA5,,,,0.0
LAMA4,ITGA5,,,,0.0
LAMC2,ITGA5,,0.0,,
TNC,ITGA5,,,,0.0
COL6A3,ITGA5,,,,0.0
LAMA3,ITGA5,,0.0,,
LAMC3,ITGA5,,,,0.0
SPP1,ITGA5,,0.0,,
CYR61,ITGA5,,0.0,,0.0
LAMA2,ITGA5,,,,0.0
CHAD,ITGA5,,,,
SPON2,ITGA5,,,,
COL6A6,ITGA5,,,,0.0
THBS4,ITGA5,,,,
WISP1,ITGA5,,,,0.0
TLN1,ITGA2B,,,,0.16502479338842976
RELN,ITGA2B,,,,0.06382271468144045
VTN,ITGA2B,,,,0.0
THBS1,ITGA2B,,1.0,,0.0
THBS2,ITGA2B,,,,0.0
VWF,ITGA2B,,,,
LAMB1,ITGA2B,,,,0.0
LAMA4,ITGA2B,,,,0.0
LAMC2,ITGA2B,,1.0,,
TNC,ITGA2B,,,,0.0
COL6A3,ITGA2B,,,,0.0
LAMA3,ITGA2B,,1.0,,
ICAM4,ITGA2B,,,,0.1941098901098901
LAMC3,ITGA2B,,,,0.0
SPP1,ITGA2B,,1.0,,
LAMA2,ITGA2B,,,,0.0
CHAD,ITGA2B,,,,
COL6A6,ITGA2B,,,,0.0
THBS4,ITGA2B,,,,
WNT5A,LRP2,,,,
EGF,LRP2,,,,
SHH,LRP2,,,,
MDK,LRP2,,,,
AGT,LRP2,,,,
TG,LRP2,,,,
APOA1,LRP2,,,,
APOE,LRP2,,,,
GC,LRP2,,,,
WNT5A,RORA,,,0.0,0.0
IL22,IL21R,0.0,,,
IL4,TNFRSF11B,,,,
TNF,TNFRSF11B,,,,
IL13,TNFRSF11B,,,,
PDGFA,TNFRSF11B,,,,0.0
TNFSF11,TNFRSF11B,,0.0447378640776699,,
VTN,TNFRSF11B,,,,0.0
THBS1,TNFRSF11B,,0.0447378640776699,,0.0
VWF,TNFRSF11B,,,,
IFNG,PPARG,,,,
IL4,PPARG,,,,
CSF2,PPARG,,,,
TNF,PPARG,,,,
IL12A,PPARG,,,,
RLN1,PPARG,,,,
SERPINF1,PPARG,,,,
IL10,CD14,,,,
IL10,CD40,,,,
IFNG,CD40,0.0,,,
CD40LG,CD40,1.0,,,
LTB,CD40,0.0,,,
IL18,CD40,,,,
IL10,CSF1,,,,
IFNG,CSF1,,0.0,,
IL6,CSF1,,,,0.0
IL1A,CSF1,,,,
CSF2,CSF1,,,,
IL1B,CSF1,,0.0,,
IL10,IL1RN,,,,
IL6,IL1RN,,,,
HGF,IL1RN,,,,
TNF,IL1RN,,,,
IFNG,IFNGR1,0.0,,,
IFNB1,IFNGR1,,,,
IFNG,CD74,0.0,,,
IFNG,PIGR,0.0,,,
TNF,PIGR,,,,
IFNG,CD40LG,0.0,,,
TSLP,CD40LG,,,,
ICOS,CD40LG,0.0,,,
IFNG,KLRD1,0.0,,,
CD160,KLRD1,0.0,,,
IFNG,MUC1,0.0,,,
TNF,MUC1,,,,
IL13,MUC1,,,,
IL7,MUC1,,,,
IFNG,CEACAM1,,,,
IFNG,CXCL9,1.0,0.0,,
IL12B,CXCL9,1.0,0.0,,
IFNG,CXCL16,0.0,,,
IFNG,VCAM1,,0.0,,
CD40LG,VCAM1,,0.0,,
IL4,VCAM1,,,,
TNF,VCAM1,,,,
IL18,VCAM1,,,,
THBS1,VCAM1,,0.0,,0.0
IFNG,CXCL12,,0.0,,
CCL5,CXCL12,,0.0,,
IL6,CXCL12,,,,0.0
IL1A,CXCL12,,,,
CSF3,CXCL12,,0.0,,
IL2,CXCL12,,,,
IL13,CXCL12,,,,
IL17A,CXCL12,,0.0,,
IL18,CXCL12,,,,
ADIPOQ,CXCL12,,,,
IFNG,CXCL10,1.0,0.0,,
TNF,CXCL10,,,,
IL1B,CXCL10,1.0,0.0,,
OSM,CXCL10,,,,
IL17F,CXCL10,1.0,0.0,,
IFNG,IL17A,0.0,,,
IL6,IL17A,,,0.0,
TNFSF4,IL17A,0.3451685393258427,,1.0,
CYR61,IL17A,0.10716279069767441,,1.0,
PDGFB,S1PR1,,,,
KDR,S1PR1,,,,
SPP1,S1PR1,,,,
CXCL9,GRM7,,0.0,,0.0
CCL5,GRM7,,0.0,,
CXCL10,GRM7,,0.0,,0.0
CXCL12,GRM7,,,,0.0
APLN,GRM7,,,,
AGT,GRM7,,,,0.0
KNG1,GRM7,,,,
CCL20,GRM7,,,,
CXCL1,GRM7,,,,0.0
CXCL2,GRM7,,,,
CXCL3,GRM7,,,,
CXCL5,GRM7,,0.0,,
PPBP,GRM7,,0.0,,
CXCL13,GRM7,,0.0,,0.021573033707865168
PENK,GRM7,,,,0.0
ANXA1,GRM7,,0.0,,1.0
SAA1,GRM7,,,,
GAL,GRM7,,,,0.0
PNOC,GRM7,,,,
NPY,GRM7,,,,0.0
SST,GRM7,,,,0.0
PYY,GRM7,,,,
PF4,GRM7,,,,
CCL5,CCRL2,,,,
RARRES2,CCRL2,,,,
CCL5,TNFRSF4,0.0,,,
IL2,TNFRSF4,,,,
TNFSF4,TNFRSF4,0.0,,1.0,
IL6,TLR2,,,,
CSF2,TLR2,,,,
SAA1,TLR2,,,,
VCAN,TLR2,,,,
DCN,TLR2,,,,
CYR61,TLR2,,,,
PRG4,TLR2,,,,
IL6,OXTR,,,,0.0
IL6,AGT,,,,0.0
IL6,MSR1,,,,
CSF1,MSR1,,,,
ADIPOQ,MSR1,,,,
EGF,NRP1,,,,
HGF,NRP1,,,,0.0
KDR,NRP1,,,,
L1CAM,NRP1,,,,
SEMA3C,NRP1,,,,0.0
PGF,NRP1,,,,0.0
SEMA3D,NRP1,,,,0.0
CNTN2,NRP1,,,,
ALCAM,NRP1,,,,
EGF,PGR,,,,
EGF,ANXA1,,,,
HGF,ANXA1,,,0.0,0.03850696378830083
EGF,BSG,,,,
IL1A,IL1R1,,,,
IL1B,IL1R1,,0.0,,
IL12A,IL1R1,,,,
IL1RAP,IL1R1,,,,
IL12B,IL1R1,,0.0,,
IL1RN,IL1R1,,,,
IL1A,IL1RAP,,,,
IL1B,IL1RAP,,,,
IL1RN,IL1RAP,,,,
IL33,IL1RAP,,,,
IL1A,IL1R2,,,,
IL1B,IL1R2,,,,
IL1RN,IL1R2,,,,
IL1A,PLAU,,,,
CSF2,PLAU,,,,
HGF,PLAU,,,,0.0
TNF,PLAU,,,,
LIF,PLAU,,1.0,,
BDNF,PLAU,,,,0.0
VTN,PLAU,,,,0.0
FGFR4,PLAU,,,,0.08061878453038673
PLAUR,PLAU,,1.0,,
SPP1,PLAU,,1.0,,
IL1A,C3,,,,
CD40LG,C3,,0.0,,
IL2,C3,,,,
C4B,C3,,,,0.0
PDGFB,LRP1,,,,
MDK,LRP1,,,,0.0
THBS1,LRP1,,0.0,,0.0
CTGF,LRP1,,,,0.0
VWF,LRP1,,,,
APOA1,LRP1,,,,0.0
APOE,LRP1,,0.0,,0.0
LGALS9,LRP1,,0.0,,0.0
PF4,LRP1,,,,
CD40LG,ITGAM,,,,
IL2,ITGAM,,,,
KNG1,ITGAM,,,,
HP,ITGAM,,,,
CTGF,ITGAM,,,,
ICAM4,ITGAM,,,,
CYR61,ITGAM,,,,
ICAM2,ITGAM,,,,
SPON2,ITGAM,,,,
CD40LG,ITGA2B,,1.0,,
CTGF,ITGA2B,,,,0.0
CYR61,ITGA2B,,1.0,,1.0
CD40LG,ITGA5,,0.0,,
ANGPT2,ITGA5,,,,0.0
ANGPTL4,ITGA5,,,,0.0
EDIL3,ITGA5,,,,
CD40LG,CD80,,,,
CCL22,CD80,,,,
CD274,CD80,,,,
CD8A,CD80,,,,
CD40LG,CD47,1.0,1.0,,
VTN,CD47,,,0.0,0.0
THBS1,CD47,1.0,1.0,0.0,0.0
THBS2,CD47,,,0.0,0.0
LGALS9,CD47,1.0,1.0,1.0,0.7218360655737704
THBS4,CD47,,,,
CD40LG,CD83,0.0,,,
TNF,CD83,,,,
IL2,CD83,,,,
CD40LG,IGHM,0.0,,,
IL4,TNFRSF17,,,,
IL1B,TNFRSF17,,,,
LTA,EDNRA,,0.0,,
AGT,EDNRA,,,,0.0
EDN1,EDNRA,,0.0,,
EDN2,EDNRA,,,,
EDN3,EDNRA,,,,0.0
TNC,EDNRA,,,,0.0
NRG1,GPC1,,,,0.0
SHH,GPC1,,,,
BMP2,GPC1,,,,0.0
NRG1,MS4A4A,,,,
NGF,NGFR,,1.0,,
IL2,NGFR,,,,
BDNF,NGFR,,,,0.0
NTS,NGFR,,,,
TTR,NGFR,,,,
NGF,SORCS2,,0.0,,
NGF,MAGED1,,0.0,,
IL4,IL13RA2,,,,
TNFSF9,IL13RA2,,,,0.0
IL13,IL13RA2,,,,
IL4,IL12RB1,,,,
IL1B,IL12RB1,0.0,,,
IL12A,IL12RB1,,,,
IL12B,IL12RB1,0.2967272727272728,,,
IL4,IL12A,,,,
IL1B,IL12A,,,,
IL4,SELP,,,,
VWF,SELP,,,,
VCAN,SELP,,,,
CD34,SELP,,,,
IL4,IL2RA,,,,
IL2,IL2RA,,,,
IL1RN,IL2RA,,,,
CD8A,IL2RA,0.0,,,
GZMA,F2RL1,,,,
TNF,F2RL1,,,,
CTGF,F2RL1,,,,
PRSS2,F2RL1,,,,
GZMA,RYR2,,0.0,,
TG,RYR2,,,,
GSTM2,RYR2,,,,0.0
PF4,PROCR,,,,
HBEGF,PRLR,,,,
CSF1,CSF3R,,,,
CSF3,CSF3R,,,,
CSF2,CSF3R,,,,
CD80,CD3D,,,,
APOD,LEPR,,0.0,,0.0
IL5,IL5RA,,,,
CSF1,ITGAV,,,,0.0
PDGFB,ITGAV,,,,
CXCL12,ITGAV,,,,0.0
RELN,ITGAV,,,,0.0
LAMB1,ITGAV,,,,0.0
LAMA4,ITGAV,,,,0.0
LAMC2,ITGAV,,0.0447378640776699,,
NID1,ITGAV,,,,0.0
COL6A3,ITGAV,,,,0.0
LAMA3,ITGAV,,0.0447378640776699,,
LAMC3,ITGAV,,,,0.0
LAMA2,ITGAV,,,,0.0
AZGP1,ITGAV,,,,
CHAD,ITGAV,,,,
COL6A6,ITGAV,,,,0.0
CSF3,IGHG3,,,,
CSF2,CDH11,,,,
TNF,CDH11,,,,
BMP2,CDH11,,,,0.0
CALCA,CDH11,,0.0,,
ANGPTL4,CDH11,,,,0.0
CSF2,CD86,,,,
CD8A,CD86,0.0,,,
HGF,SPHK1,,,,0.0
TNF,SPHK1,,,,
TGFB2,SPHK1,,,,0.0
PDGFA,SPHK1,,,,0.0
PDGFB,SPHK1,,,,
TGFB2,ACVR1C,,,,
TGFB2,ACVR1,,,,0.0
ANGPT1,ITGB5,,,,0.0
MFGE8,ITGB5,,0.0,,0.0
POSTN,ITGB5,,,,0.0
COL6A5,ITGAV,,,,0.0
TNF,ICOS,,,,
TNF,SEMA4C,,,,
TNF,MYLK,,,,
CALML3,MYLK,,,,
TNFSF9,TNFRSF9,,,0.0,
IL2,TNFRSF9,,,,
SHH,HHIP,,,,
IHH,HHIP,,,,
SHH,GAS1,,,,
SHH,SCUBE2,,,,
CXCL12,ACKR3,,,,0.0
TFF3,ACKR3,,,,
CD80,CD8A,,,,
IL2,TNFRSF18,,,,
TNFSF18,TNFRSF18,,,,
BMP2,BMPR2,,,,0.0
BMP6,BMPR2,,,,0.0
BMP4,BMPR2,,,,0.0
BMP5,BMPR2,,,,
GDF10,BMPR2,,,,0.0
GDF3,BMPR2,,,,
FST,BMPR2,,0.0,,0.0
BMP1,BMPR2,,,,0.0
BMP3,BMPR2,,,,
BMP2,BMPR1B,,,,
BMP6,BMPR1B,,,,
BMP4,BMPR1B,,,,
BMP5,BMPR1B,,,,
GDF10,BMPR1B,,,,
GDF3,BMPR1B,,,,
FST,BMPR1B,,,,
BMP1,BMPR1B,,,,
BMP3,BMPR1B,,,,
BMP2,ACVR1,,,,0.0
INHBA,ACVR1,,,,0.0
BMP6,ACVR1,,,,0.0
BMP4,ACVR1,,,,0.0
INHBB,ACVR1,,,,0.0
INHA,ACVR1,,,,0.0
BMP5,ACVR1,,,,
BMP3,ACVR1,,,,
BMP4,PDCD1,,,0.0,
CD274,PDCD1,,,0.0,
FAM3C,LAMP1,,0.0,,
LGALS1,CD69,1.0,,0.0,
S100A8,CD69,,,,
MYL9,CD69,,,0.0,
HHIP,SHH,,,,
OSM,PLAT,,,,
TGFB2,PLAT,,,0.0,0.0
TGFB2,GREM1,,,,
INHBA,ACVR1C,,,,
INHBB,ACVR1C,,,,
INHA,ACVR1C,,,,
GDF10,ACVR1C,,,,
GDF3,ACVR1C,,,,
INHBA,BAMBI,,,,0.0
INHBB,BAMBI,,,,0.0
MDK,PTPRB,,,,
PTN,PTPRB,,,,
TNC,PTPRB,,,,
RSPO3,LGR5,,,,0.0
GDNF,GFRA1,,,,0.0
GDNF,GFRA3,,,,
GDNF,EDNRB,,,,0.0
EDN1,EDNRB,,0.0,,
EDN2,EDNRB,,,,
EDN3,EDNRB,,,,0.0
IL5,PTAFR,,,,
GDF3,TDGF1,,,,
MDK,TSPAN1,,,0.0,
MDK,ITGA4,,,0.0,
CXCL12,ITGA4,,,0.0,
VEGFD,ITGA4,,,0.0,
RELN,ITGA4,,,0.6719999999999999,
VTN,ITGA4,,,0.0,
THBS1,ITGA4,1.0,,0.0,
THBS2,ITGA4,,,0.0,
VWF,ITGA4,,,,
VCAM1,ITGA4,,,0.0,
VCAN,ITGA4,,,0.0,
LAMB1,ITGA4,,,0.0,
LAMA4,ITGA4,,,0.0,
LAMC2,ITGA4,0.0,,,
TNC,ITGA4,,,0.0,
COL6A3,ITGA4,,,0.0,
LAMA3,ITGA4,0.0,,,
ICAM4,ITGA4,,,1.0,
LAMC3,ITGA4,,,0.0,
SPP1,ITGA4,0.0,,,
LAMA2,ITGA4,,,0.0,
CHAD,ITGA4,,,,
SPON2,ITGA4,,,,
COL6A6,ITGA4,,,0.0,
THBS4,ITGA4,,,,
CYR61,ITGB1,,0.0,,0.0
AFDN,NECTIN2,,,,
VTN,NECTIN2,,,,0.0
AFDN,NRXN3,,,,
CXCL12,AVPR1A,,,,0.0
ADM,RAMP2,,,,0.0
CALCA,RAMP2,,0.0,,
CALCB,RAMP2,,0.0,,
IAPP,RAMP2,,,,0.0
GHRH,RAMP2,,,,
PTHLH,RAMP2,,,,0.0
SCT,RAMP2,,,,0.0
ADM,RAMP3,,,0.0,
CALCA,RAMP3,0.0,,,
CALCB,RAMP3,0.0,,,
IAPP,RAMP3,,,0.3014579439252337,
GHRH,RAMP3,,,,
PTHLH,RAMP3,,,1.0,
SCT,RAMP3,,,0.0,
ADM,RAMP1,,,0.0,0.0
CALCA,RAMP1,1.0,0.7351794871794872,,
CALCB,RAMP1,0.8192,0.7150344827586207,,
IAPP,RAMP1,,,0.39822222222222226,0.034324022346368714
ADM,ADRB3,,,,0.0
CALCA,ADRB3,,0.05742056074766356,,
CALCB,ADRB3,,0.05742056074766356,,
IAPP,ADRB3,,,,0.0
GHRH,ADRB3,,,,
PTHLH,ADRB3,,,,0.0
SCT,ADRB3,,,,0.0
ADM,GPR20,,,,0.0
CALCA,GPR20,,0.7150344827586207,,
CALCB,GPR20,,0.7150344827586207,,
IAPP,GPR20,,,,0.021573033707865168
GHRH,GPR20,,,,
PTHLH,GPR20,,,,0.042666666666666665
SCT,GPR20,,,,0.0
APLN,APLNR,,,,
APELA,APLNR,,,,
KNG1,BDKRB1,,,,
KNG1,CD93,,,,
MMRN2,CD93,,,,
EDN1,ADGRL4,,,,
EDN1,CYSLTR1,,,,
VEGFD,NRP2,,,,0.0
SEMA3C,NRP2,,,,0.0
PGF,NRP2,,,,0.0
SEMA3G,NRP2,,,,
NRP1,FLT1,,,,
VEGFD,ITGA2,,,0.0,
RELN,ITGA2,,,0.6719999999999999,
VTN,ITGA2,,,0.0,
THBS1,ITGA2,1.0,,0.0,
THBS2,ITGA2,,,0.0,
VWF,ITGA2,,,,
LAMB1,ITGA2,,,0.0,
LAMA4,ITGA2,,,0.0,
LAMC2,ITGA2,0.0,,,
TNC,ITGA2,,,0.0,
COL6A3,ITGA2,,,0.0,
LAMA3,ITGA2,0.0,,,
LAMC3,ITGA2,,,0.0,
SPP1,ITGA2,0.0,,,
LAMA2,ITGA2,,,0.0,
CHAD,ITGA2,,,,
COL6A6,ITGA2,,,0.0,
THBS4,ITGA2,,,,
SAA1,SCARB1,,,,
THBS1,SCARB1,,,,
APOE,SCARB1,,,,
GAL,GALR2,,,,
IL17B,IL17RB,,,,
IL33,IL1RL1,,,0.0,
PROK2,PROKR1,,,,
NPY,NPY1R,,,,0.0
PYY,NPY1R,,,,
NPY,NPY6R,,,,
PYY,NPY6R,,,,
NPY,GPR83,,,,
PYY,GPR83,,,,
RLN1,RXFP1,,,,0.0
HP,CD163,,,,
PF4,CD163,,,,
L1CAM,ITGA4,,,,
COL6A5,ITGB1,,,,0.0
RELN,ITGA8,,,,0.0
VTN,ITGA8,,,,0.0
THBS1,ITGA8,,0.0,,0.0
THBS2,ITGA8,,,,0.0
VWF,ITGA8,,,,
LAMB1,ITGA8,,,,0.0
LAMA4,ITGA8,,,,0.0
LAMC2,ITGA8,,0.0,,
TNC,ITGA8,,,,0.0
COL6A3,ITGA8,,,,0.0
LAMA3,ITGA8,,0.0,,
LAMC3,ITGA8,,,,0.0
SPP1,ITGA8,,0.0,,
LAMA2,ITGA8,,,,0.0
CHAD,ITGA8,,,,
COL6A6,ITGA8,,,,0.0
THBS4,ITGA8,,,,
PF4,THBD,,,,
FGFR4,PTPRR,,,,0.0
HP,ASGR1,,,,
TG,ASGR1,,,,
SEMA3D,NRP2,,,,0.0
ADIPOQ,WIF1,,,,
OLFM2,ROBO2,,,,0.0
SLIT3,ROBO2,,,,0.0
SLIT3,ROBO4,,,,
VWF,SCARA5,,,,
APOE,TREM2,0.0,,1.0,
SLURP1,CHRNA1,,,,
LGALS9,HAVCR2,,,,
LGALS9,MRC2,,0.0,,0.0
LGALS9,COLEC12,,0.0,,0.0
VCAN,SELL,,,,
CD34,SELL,,,,
PCSK1N,GPR171,,,0.0,
LAMB1,SV2C,,,,0.0
LAMA4,SV2C,,,,0.0
LAMC2,SV2C,,1.0,,
LAMA3,SV2C,,1.0,,
LAMC3,SV2C,,,,0.0
LAMA2,SV2C,,,,0.0
LAMB1,PRNP,,,,0.0
LAMA4,PRNP,,,,0.0
LAMC2,PRNP,,0.0,,
LAMA3,PRNP,,0.0,,
LAMC3,PRNP,,,,0.0
LAMA2,PRNP,,,,0.0
SLURP1,CHRNB1,,,,
SLURP1,CHRNB4,,,,
SLURP1,CHRNA2,,,,
MIA,CDH19,,,,
S100B,AGER,,,,
S100A8,AGER,,,,
S100A9,AGER,,,,
SCGB3A1,MARCO,,,,
ANGPTL4,GPIHBP1,,,,
CNTN2,CNTN2,,,,
S100A8,CD68,,,,
S100A9,CD68,,,,
SFTPD,LAIR1,,,,
S100A4,PGLYRP1,0.0,,,
ALCAM,CD6,,,,
ALCAM,CHL1,,,,
CFP,NCR1,,,,
PGLYRP1,TREM1,,,,
LGI2,ADAM23,,,,0.0
LGI4,ADAM23,,,,0.0
MMRN2,CD248,,,,
MMRN2,CLEC14A,,,,
